idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
138,Phố Viên,tertiary,176.50898412581512,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
139,Phố Viên,tertiary,80.51862373273842,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
140,Đường Phạm Văn Đồng,primary,355.4235369774434,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.08,14,1037
141,Đường Phạm Văn Đồng,primary,258.5520351774697,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.09,14,1037
142,Ngõ 104 Đường Cổ Nhuế,residential,349.3611056564863,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.92,14,1037
143,Đường Cổ Nhuế,secondary,79.2609582681947,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
144,Phố Nguyễn Đình Tứ,tertiary,133.54079882536726,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
145,Phố Nguyễn Đình Tứ,tertiary,333.1681486067531,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.3,14,1037
146,Ruelle sans nom (segment 146),residential,370.3924398454765,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.91,14,1037
147,Phố Nguyễn Đình Tứ,tertiary,77.85444382770089,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
148,Ruelle sans nom (segment 148),tertiary,63.43967958333617,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
149,Đường Phạm Văn Đồng,primary,159.67927185166496,20,12.0,1,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
150,Tăng Thiết Giáp,residential,228.17918164400555,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
151,Ruelle sans nom (segment 151),residential,62.11868818478042,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
152,Tăng Thiết Giáp,residential,186.03072820082085,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
153,Ngõ 43 Đường Cổ Nhuế,residential,241.39325637612822,8,33.0,3,4.12,169.1,0.42,0.02125,6.05,2.24,14,1037
154,Đường Sông Nhuệ,residential,189.64137955655738,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
155,Ruelle sans nom (segment 155),tertiary,69.3752321509986,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
156,Ruelle sans nom (segment 156),residential,75.31298526700996,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
157,Ruelle sans nom (segment 157),tertiary,93.61967153366069,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
158,Ngõ 56 Lê Văn Hiến,residential,108.7298365467372,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
159,Ngõ 1 Văn Hội,residential,217.35984768953088,8,11.571428571428571,21,1.45,28.3,0.89,0.02125,10.58,0.91,14,1037
160,Ngõ 1 Văn Hội,residential,36.247625210143994,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
161,đường 15,residential,32.800971650250645,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
162,đường 15,residential,209.57151603615114,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
163,Phố Văn Hội,residential,28.87532697181348,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
164,Ngõ 1 Văn Hội,residential,45.224554341897196,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
165,Ngõ 1 Văn Hội,residential,110.0045491211467,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
166,Phố Văn Hội,residential,92.95273120200764,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
167,Phố Văn Hội,residential,69.3774550066959,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
168,Ngách 142/43 Đường Cổ Nhuế,residential,35.03553827232695,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
169,Ruelle sans nom (segment 169),residential,22.927824391455946,8,9.5,6,1.19,20.8,0.99,0.02125,12.89,0.8,14,1037
170,Đường Cổ Nhuế,secondary,57.30523727807685,16,11.25,8,0.7,19.2,1.27,0.13792,35.31,1.72,14,1037
171,Ngõ 523 Đường Cổ Nhuế,residential,52.01256304729594,8,28.5,2,3.56,130.0,0.48,0.02125,5.39,1.99,14,1037
172,Ruelle sans nom (segment 172),residential,42.494483919171536,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
173,Ruelle sans nom (segment 173),residential,144.20293159368617,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
174,Ruelle sans nom (segment 174),residential,61.746239841463606,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
175,Ruelle sans nom (segment 175),residential,19.73335708551546,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
176,Ruelle sans nom (segment 176),residential,94.97772270347852,8,9.0,7,1.12,19.1,1.02,0.02125,13.6,0.76,14,1037
177,Phố Viên,tertiary,210.20982829154252,12,12.333333333333334,9,1.03,25.0,1.07,0.08417,26.21,1.33,14,1037
178,Phố Viên,tertiary,68.69946031254011,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
179,Phố Nguyễn Đình Tứ,tertiary,63.38660034629479,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
180,Phố Nguyễn Đình Tứ,tertiary,103.23512150198273,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
181,Ngõ 467 Đường Phạm Văn Đồng,residential,228.66574096547566,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
182,Đường Phạm Văn Đồng,primary,132.27525231083987,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.11,14,1037
183,Ngõ 562 Phố Trần Cung,residential,45.988437608202,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
184,Phố Trần Cung,secondary,167.88722640306173,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.73,14,1037
185,Đường Trại Gà,tertiary,987.1938901617659,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.21,14,1037
186,Cầu Trại Gà,tertiary,23.919896362883044,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
187,Phú Minh,residential,269.06830780855216,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
188,Tây Thăng Long,secondary,305.0258140860348,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.71,14,1037
189,Ruelle sans nom (segment 189),secondary_link,12.651460984788834,10,12.0,0,1.2,26.4,0.99,0.01417,5.44,0.74,14,1037
190,Ruelle sans nom (segment 190),residential,647.7185984323607,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.88,14,1037
191,Ruelle sans nom (segment 191),residential,74.52280489158456,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
192,Ruelle sans nom (segment 192),residential,114.98241213118065,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
193,Ruelle sans nom (segment 193),residential,68.11553920118973,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
194,Phố Văn Hội,residential,121.16660563366247,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
195,Phố Văn Hội,residential,80.3150336158674,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
196,Ruelle sans nom (segment 196),residential,166.14529181458448,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
197,Phố Văn Hội,residential,140.45615522556497,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
198,Ruelle sans nom (segment 198),residential,123.88555425264849,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
199,Ruelle sans nom (segment 199),tertiary,72.73930328616363,12,12.0,2,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
200,Ruelle sans nom (segment 200),residential,22.81087708005996,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
201,Phố Tân Phong,residential,75.10162851338434,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
202,Ruelle sans nom (segment 202),residential,40.85326349532268,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
203,Ruelle sans nom (segment 203),residential,151.4664753988137,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
204,Khu B Đại Học Mỏ,residential,18.24614197926742,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
205,Khu B Đại Học Mỏ,residential,165.36348649249996,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
206,Ruelle sans nom (segment 206),residential,21.800943343881965,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
207,Ngõ 85 Đường Tân Xuân,residential,112.27969943092529,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
208,Đường Phạm Văn Đồng,primary,17.20791184106962,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.13,14,1037
209,Đường Cổ Nhuế,secondary,90.68853360831625,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
210,Đường Phạm Văn Đồng,primary,12.080223872354928,20,12.0,0,0.6,19.2,1.36,0.18278,35.1,2.13,14,1037
211,Phố Chế Lan Viên,residential,104.11410919555819,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
212,Đường Tân Xuân,secondary,3.952344586793749,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.75,14,1037
213,Ruelle sans nom (segment 213),residential,46.05767555606948,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
214,Ruelle sans nom (segment 214),residential,57.65473881452825,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
215,Ruelle sans nom (segment 215),residential,198.61013339848637,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
216,Ruelle sans nom (segment 216),residential,31.916091936801138,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
217,Ngách 562/17 Phố Trần Cung,residential,197.8455566773526,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
218,Ruelle sans nom (segment 218),residential,24.212333265119593,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
219,Ruelle sans nom (segment 219),secondary_link,16.245932610872124,10,12.0,0,1.2,26.4,0.99,0.01417,5.44,0.74,14,1037
220,Phạm Văn Nghị,residential,508.0340953323431,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.89,14,1037
221,Ruelle sans nom (segment 221),residential,70.33048410584124,8,43.5,2,5.44,280.0,0.34,0.02125,7.6,2.92,14,1037
222,Ngõ 153 Phố Tân Phong,residential,93.77334234000425,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
223,Ruelle sans nom (segment 223),residential,49.84416756083914,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
224,Ruelle sans nom (segment 224),residential,50.127404069789975,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
225,Phố Tân Phong,residential,37.64985047493582,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
226,Phố Tân Phong,residential,186.9278574677851,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
227,Ruelle sans nom (segment 227),residential,208.17595188491276,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
228,Ngõ 186 Tân Phong,residential,54.93965361018175,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
229,Phố Tân Phong,residential,47.75830975707268,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
230,Ngõ 186 Tân Phong,residential,16.822023197237545,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
231,Ngõ 149 Phố Tân Phong,residential,80.00885806570004,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
232,Ruelle sans nom (segment 232),residential,69.9575313405141,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
233,Ruelle sans nom (segment 233),residential,254.52691832124475,8,12.0,3,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
234,Đường Cầu Noi,tertiary,131.86639550550237,12,12.0,5,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
235,Phố Tân Phong,residential,157.92840152068266,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
236,Ruelle sans nom (segment 236),residential,218.3206542853425,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
237,Phố Tân Phong,residential,7.1736360405182475,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
238,Phố Tân Phong,residential,42.35668822068269,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
239,Ngõ 123 Phố Tân Phong,residential,50.075759920109384,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
240,Ruelle sans nom (segment 240),residential,44.424101636938104,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
241,Ngõ 123 Phố Tân Phong,residential,10.035142608770458,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
242,Ruelle sans nom (segment 242),residential,6.0601622498055185,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
243,Ngách 150/53 Phố Tân Phong,residential,103.52112906659238,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
244,Ruelle sans nom (segment 244),residential,21.980178663580134,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
245,Ruelle sans nom (segment 245),residential,68.17955504622925,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
246,Ruelle sans nom (segment 246),residential,68.07487898494811,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
247,Ngõ 126 Phố Tân Phong,residential,44.231420654157844,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
248,Phố Tân Phong,residential,57.027876565056914,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
249,Phố Tân Phong,residential,49.973996333882845,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
250,Ruelle sans nom (segment 250),residential,71.26854378382886,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
251,Ngõ 114 Phố Tân Phong,residential,27.348549659364377,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
252,Ngõ 114 Phố Tân Phong,residential,56.9900893958294,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
253,Ruelle sans nom (segment 253),residential,252.84517296099602,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
254,Ngõ 114 Phố Tân Phong,residential,123.18292732108043,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
255,Ruelle sans nom (segment 255),residential,189.76066167090266,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
256,Ruelle sans nom (segment 256),residential,17.921787451318938,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
257,Ruelle sans nom (segment 257),residential,83.61690007490814,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
258,Ruelle sans nom (segment 258),residential,130.22590513331852,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
259,Phố Tân Phong,residential,54.853716424622675,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
260,Ruelle sans nom (segment 260),residential,65.97998484472137,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
261,Ruelle sans nom (segment 261),residential,92.72051461591222,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
262,Ruelle sans nom (segment 262),residential,104.18770283103134,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
263,Đường Sông Nhuệ,residential,263.71127872746274,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
264,Ngõ 1 Văn Hội,residential,32.71388199470064,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
265,Ruelle sans nom (segment 265),residential,57.627382478443636,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
266,đường 21,residential,85.10617244534693,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
267,Phố Văn Hội,residential,52.6332071095951,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
268,Ngõ 46 Văn Hội,residential,33.56200028651561,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
269,Ngõ 46 Văn Hội,residential,5.449878523249547,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
270,Ngõ 46 Văn Hội,residential,83.11645130192171,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
271,Ngõ 46 Văn Hội,residential,35.11224153174281,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
272,Ruelle sans nom (segment 272),residential,40.79150367687673,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
273,Ruelle sans nom (segment 273),residential,137.61515282594632,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
274,Ngõ 46 Văn Hội,residential,128.76418126672388,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
275,Ngõ 31 Văn Hội,residential,122.0205847678202,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
276,Ruelle sans nom (segment 276),residential,74.28524644485145,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
277,Ruelle sans nom (segment 277),residential,197.32540712474292,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
278,Ruelle sans nom (segment 278),residential,37.373160686044194,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
279,Phố Văn Hội,residential,41.50199615481324,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
280,Ngách 27 Ngõ 176,residential,88.79254010572218,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
281,Ruelle sans nom (segment 281),residential,49.92343197805787,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
282,Ngõ 113 Phố Văn Hội,residential,34.850441941098055,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
283,Phố Văn Hội,residential,133.32709294612943,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
284,Ngõ 429 Đường Hoàng Tăng Bí,residential,57.89845640781529,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
285,Phố Văn Hội,residential,27.35587486411028,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
286,Ruelle sans nom (segment 286),residential,22.355852999456907,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
287,Ruelle sans nom (segment 287),residential,111.08317617009246,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
288,Đường Bờ tây sông Nhuệ,tertiary,843.2058164078494,12,12.0,1,1.0,24.0,1.08,0.08417,26.94,1.23,14,1037
289,Ruelle sans nom (segment 289),residential,62.97533091465003,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
290,Ruelle sans nom (segment 290),residential,188.2022762988737,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
291,Phố Tân Phong,residential,125.55300033770358,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
292,Ruelle sans nom (segment 292),unclassified,12.740395930648814,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
293,Ngõ 20 Phố Lê Văn Hiến,residential,62.23397281403794,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
294,Đường Lê Văn Hiến,tertiary,59.7975552848513,12,12.0,35,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
295,Ngõ 20 Phố Lê Văn Hiến,residential,58.551015469144886,8,12.0,18,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
296,Ruelle sans nom (segment 296),residential,114.05237296735186,8,12.0,18,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
297,đường 15,residential,92.66349695321269,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
298,đường 15,residential,28.3976807780616,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
299,đường 16,residential,69.82015319539602,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
300,đường 17,residential,27.82637535024227,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
301,đường 18,residential,20.72061497068678,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
302,đường 18,residential,35.82268914585283,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
303,Ngõ 1 Văn Hội,residential,11.963431432065047,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
304,Ruelle sans nom (segment 304),residential,80.74386908301005,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
305,Ruelle sans nom (segment 305),residential,48.42042844108194,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
306,Ruelle sans nom (segment 306),residential,58.358250383251416,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
307,Ruelle sans nom (segment 307),residential,72.4787269048443,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
308,Đường Tân Xuân,secondary,90.15776793437183,16,12.0,0,0.75,21.0,1.24,0.13792,33.1,1.74,14,1037
309,Phố Viên,residential,395.69806173151744,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.91,14,1037
310,Khu B Đại Học Mỏ,residential,200.76890624434634,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
311,Ruelle sans nom (segment 311),residential,144.37988962054894,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
312,Ruelle sans nom (segment 312),residential,50.82509649510591,8,12.0,1,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
313,Khu B Đại Học Mỏ,residential,401.8048919586455,8,12.0,5,1.5,30.0,0.87,0.02125,10.2,0.91,14,1037
314,Ruelle sans nom (segment 314),residential,50.18918212589661,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
315,Ruelle sans nom (segment 315),residential,47.66677270192773,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
316,Phố Viên,tertiary,30.323682300569807,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
317,Phố Viên,tertiary,74.19369824276245,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.33,14,1037
318,Ruelle sans nom (segment 318),residential,59.402849743602864,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
319,Ruelle sans nom (segment 319),residential,73.54602185297576,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
320,Phố Viên,tertiary,252.7246054411203,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.31,14,1037
321,Ruelle sans nom (segment 321),residential,50.765417269028454,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
322,Ruelle sans nom (segment 322),residential,50.08938679168548,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
323,Ruelle sans nom (segment 323),residential,61.10223745020211,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
324,Ruelle sans nom (segment 324),residential,52.16942443797565,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
325,Ruelle sans nom (segment 325),residential,182.7288280160568,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
326,Ruelle sans nom (segment 326),residential,47.549514320780574,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
327,Ruelle sans nom (segment 327),residential,91.34900753735009,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
328,Ruelle sans nom (segment 328),residential,165.42537623926233,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
329,Ngõ 523 Đường Cổ Nhuế,residential,1.7179711547282948,8,45.0,1,5.62,298.1,0.33,0.02125,7.82,3.02,14,1037
330,Đường Phạm Văn Nghị,residential,50.066378573586704,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
331,Ruelle sans nom (segment 331),residential,11.362488073701932,8,12.0,2,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
332,Ruelle sans nom (segment 332),residential,68.90072591420419,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
333,ngõ 288 đường Phú Diễn,residential,44.41265757276359,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
334,ngõ 288 đường Phú Diễn,residential,197.0375065719168,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
335,Ruelle sans nom (segment 335),residential,82.49159811698661,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
336,ngõ 288 đường Phú Diễn,residential,77.45113805008491,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
337,Đường Phú Diễn,tertiary,133.08233905115625,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.32,14,1037
338,Ruelle sans nom (segment 338),residential,64.0003049060517,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
339,Ruelle sans nom (segment 339),residential,64.6846715781549,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
340,Ngõ 309 Đường Phú Diễn,residential,50.313494072636985,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
341,Đường Phú Diễn,tertiary,30.0907238350062,12,12.0,0,1.0,24.0,1.08,0.08417,26.94,1.34,14,1037
342,Ruelle sans nom (segment 342),residential,23.402481886236924,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
343,Ruelle sans nom (segment 343),residential,5.50929071498382,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
344,Ruelle sans nom (segment 344),residential,61.96457657353702,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
345,Ruelle sans nom (segment 345),residential,62.72707016906302,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
346,Ruelle sans nom (segment 346),residential,73.79073944777215,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.95,14,1037
347,Ruelle sans nom (segment 347),residential,223.00325316669378,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.93,14,1037
348,Ruelle sans nom (segment 348),residential,133.23877208087745,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.94,14,1037
349,Ruelle sans nom (segment 349),residential,48.75589413957861,8,12.0,0,1.5,30.0,0.87,0.02125,10.2,0.96,14,1037
